Student_ID,Class_ID,First_Name,Family_Name,Gender,Date_of_Birth,State of Origin,engagement_in_class,health_condition,Class Spec
7cd0129d2e8d4e87933420e6d9d80b8d,SS3 Class C,Okeke,Ayokunle,Male,2010-06-21,Kano,Slightly active,None,Science
4223623bcc3e4dde9ad5cf06364d7c87,SS1 Class C,Chijindum,Uduakobong,Female,2007-05-26,Niger,Highly active,None,Art
989d9d4ae15c46668797b2c957207246,SS3 Class C,Chimezie,Tochukwu,Male,2009-04-19,Oyo,Slightly active,None,Art
8e48522346b94991a14eb70db380c73a,SS2 Class B,Abiodun,Adebowale,Female,2009-07-25,Ondo,Slightly active,None,Art
30e912f2f2b44abf8441aefd0299436a,SS3 Class E,Bamidele,Chigozie,Female,2009-06-10,Benue,Highly active,None,Art
680bac63b8564035bdc9829015eabb27,SS3 Class D,Olumide,Chikelu,Male,2007-05-20,Kebbi,Slightly active,None,Science
3d85de89c21744298e2007247d137018,SS3 Class C,Toyin,Chinweike,Female,2008-12-09,Bayelsa,Highly active,None,Art
b63b4dc3a5594463b9e13ceab0cbc61f,SS1 Class C,Abdullahi,Ugochukwu,Male,2010-02-10,Kogi,Unactive,None,Science
046a0df5cafd4613b2bb912d7da67785,SS2 Class D,Olu,Oghenekevwe,Female,2007-04-18,Adamawa,Highly active,None,Art
6786d50638ba4abc8b5305e517d2582e,SS3 Class E,Chiemeka,Chi,Male,2009-02-20,Ogun,Highly active,None,Art
a9f948b24e6344bbbe493f43b118f68d,SS1 Class D,Ejiro,Jatau,Male,2009-09-16,Borno,Active,Dyslexia,Art
8db06746792749739e781fd794e0d3ba,SS2 Class A,Kayin,Ese,Male,2010-03-04,Adamawa,Active,None,Science
ff233d5f6ced415d98007c0287ea7ff5,SS2 Class C,Chibueze,Ayokunle,Male,2007-02-10,Borno,Highly active,None,Science
5a10412954ae4d1b8ce6424dbef59fe6,SS3 Class A,Chike,Chikelu,Female,2010-06-07,Anambra,Active,None,Science
4e7ed827455a4762b428a656b3ee4d3b,SS1 Class A,Muhammadu,Adegoke,Male,2009-11-07,FCT,Troublesome,None,Art
b8a6171f1ee34dc4bb048a8b405bfdc9,SS1 Class D,Onyekachi,Efe,Male,2009-07-09,Zamfara,Unactive,None,Art
be2d740a1e9b43bc90c7c006314d3441,SS1 Class D,Olukayode,Muhammadu,Female,2009-08-20,Ebonyi,Active,None,Art
b0ae8f08c31e4bbcb36cb62b892e6161,SS1 Class C,Nnamdi,Yaƙubu,Female,2009-01-28,Kogi,Active,None,Science
bd1531c837644bdab108d4482f65fafa,SS1 Class D,Yaƙubu,Oni,Female,2007-03-27,Sokoto,Slightly active,Dyslexia,Science
96ef2ad6b97e470386c8adfe7bf47042,SS2 Class A,Ugochukwu,Abioye,Male,2006-11-28,Ebonyi,Highly active,None,Science
98c7472a864e4a13829cfc0cfa02eaec,SS2 Class D,Oluwatoyin,Ayo,Male,2007-04-01,Ogun,Slightly active,Dyslexia,Science
d52721e719bc443ebb02bebb48729a4d,SS1 Class E,Emem,Aliyu,Female,2007-09-30,Ondo,Unactive,None,Science
5c62b3a23a3c463e8bd6cee631b1b099,SS3 Class D,Ayodele,Olumide,Male,2010-01-23,Rivers,Unactive,Asthma,Art
b540b30e039f4a258d6168bd2defe193,SS2 Class F,Efemena,Akpan,Male,2008-11-17,Lagos,Active,Dyslexia,Science
0ba6eab94639447ba067bdac88bd13d1,SS3 Class C,Iniobong,Kayin,Male,2010-09-02,Oyo,Unactive,Dyslexia,Art
4ac9778d8da84ee48df56ac6f96b648a,SS3 Class D,Ebuka,Okafor,Male,2009-07-05,Osun,Unactive,Asthma,Science
a34b6cf620534a42b1afdb65b289f224,SS1 Class E,Ugochukwu,Adebayo,Female,2010-03-13,Bauchi,Highly active,None,Art
1a432f0a7daa49f080b6fce2de53790a,SS3 Class D,Kayin,Temitope,Male,2009-06-18,Enugu,Highly active,None,Science
48ca765192f54f7b8323d342df6a8f93,SS2 Class B,Abimbola,Femi,Male,2009-08-15,Enugu,Unactive,None,Art
5738811d70c2403fba8d03aa782a65e0,SS3 Class B,Oluwafemi,Chinwendu,Male,2010-06-23,Kwara,Active,None,Art
40a26c600d274659b72ada9b2f32751e,SS3 Class C,Balarabe,Mamman,Female,2009-04-18,Gombe,Highly active,Ulcer,Science
1d34d08e7a4c45d49c99e04cf0e98b3b,SS2 Class A,Yalwa,Efe,Female,2008-02-01,Kebbi,Slightly active,None,Science
7de31a516694434390ba58e3d2762bdc,SS2 Class A,Efe,Ɗanladi,Female,2008-04-16,Ebonyi,Slightly active,None,Science
afbb411aa1234a8c93b7a88612f70c97,SS2 Class E,Ekwueme,Adisa,Female,2007-11-13,Nasarawa,Highly active,None,Art
cfa701cd2631400ba6d794d30db95301,SS2 Class B,Adedayo,Chima,Male,2009-01-24,Akwa Ibom,Troublesome,None,Science
15ce6a664dc84a1eb2f9e5fa90164161,SS1 Class C,Chidiebere,Oluwasegun,Female,2009-03-10,Katsina,Highly active,None,Art
8edddfcd1e524770bf897142fe716b14,SS2 Class E,Abdullahi,Sani,Male,2006-10-16,Ogun,Unactive,None,Science
989bc4da9b37422baa8a616fc3b290d0,SS1 Class E,Chibuike,Lawal,Male,2010-09-22,Kano,Slightly active,None,Art
c693da1139c641ca9e50aa42ca6dfda1,SS3 Class A,Mamman,Onyeka,Female,2010-06-22,Nasarawa,Active,None,Science
e893be3d73544a6fa160745985c7504b,SS3 Class D,Chukwuebuka,Chidi,Female,2009-01-27,Kano,Slightly active,Ulcer,Art
96a9954fdc3341f98c1f55ab715629ee,SS1 Class A,Ayomide,Afolabi,Female,2010-05-31,Adamawa,Highly active,None,Art
9191b3634e2d4645adc7cac7fd72b050,SS1 Class C,Alhaji,Chinonso,Male,2009-12-12,Yobe,Active,None,Science
f5c9b0479c1045728f6b40d09efba58b,SS2 Class A,Olufemi,Ɗanladi,Female,2008-08-08,Kebbi,Slightly active,None,Art
c342bd2bf295456e99675f06bd767e35,SS2 Class A,Olayinka,Nonso,Male,2009-03-08,Ekiti,Active,Sickle Cell,Science
43bfd93136054f54a021c0ca3531968d,SS1 Class B,Chijioke,Chinweike,Female,2009-11-07,Katsina,Slightly active,None,Science
3d67cde9283444c094c8b3b4a911d192,SS1 Class E,Olujimi,Okonkwo,Male,2009-03-06,Zamfara,Troublesome,Dyslexia,Art
2812859a1337439e8d4f5d272c7f0b79,SS1 Class E,Olabode,Fumnanya,Male,2009-09-11,Kano,Unactive,None,Science
b07aa066735445eaa8949b8d00af5b3a,SS1 Class C,Ayuba,Temitope,Male,2009-07-05,Enugu,Troublesome,None,Art
085b15fb4a8f4810b84c2f29980402a2,SS2 Class B,Umaru,Musa,Female,2007-04-23,Enugu,Unactive,None,Science
48603b32b4fb4eb989c13de73b4206c5,SS1 Class D,Chiemeka,Ndidi,Female,2008-10-28,Ogun,Unactive,None,Science
1238d630743b45a29c0f2fcfb3f6fe0d,SS1 Class B,Akachi,Bello,Female,2010-02-09,FCT,Troublesome,None,Science
43b9da13ec854f37bbc1a987aff8754d,SS3 Class B,Ige,Chidiebube,Female,2009-11-15,Katsina,Highly active,None,Science
96fc734da0034d288a8f3653c9af18f8,SS1 Class E,Onyebuchi,Otobong,Female,2010-09-13,Zamfara,Highly active,None,Science
32a447b2ef04457d8dccc33aa9434aa0,SS3 Class E,Chibuzo,Olu,Male,2008-04-07,Kebbi,Slightly active,None,Science
398d1ca68b6840b59d61fac36cd5e859,SS3 Class E,Chidiebele,Chidubem,Male,2008-07-25,Bayelsa,Highly active,None,Science
44007d5ae88d4719a6242b40a5cb63a2,SS3 Class F,Chukwuebuka,Umaru,Female,2008-08-29,FCT,Highly active,None,Art
0f44704f12474a4ea46998e8d39e198b,SS2 Class E,Chibueze,Idowu,Male,2010-05-28,Yobe,Unactive,None,Science
9854ce4e4ebf45c38ae9b4a72a79ea68,SS1 Class B,Musa,Musa,Male,2009-01-23,Gombe,Unactive,None,Science
ebd3461691b74d8e93016989bfbbb17f,SS3 Class C,Abdullahi,Ndubuisi,Female,2008-05-29,Ogun,Unactive,None,Art
77fc97031fd54423b06c5c5649e2623d,SS1 Class F,Okafor,Oyibo,Female,2008-06-16,Niger,Highly active,None,Art
670acc5cb3214f218dd8eb85b04d3376,SS1 Class A,Chijioke,Ahmadu,Male,2007-12-11,Taraba,Slightly active,None,Science
8a3c3b5e801e41da85b1ed25f1533ae8,SS1 Class A,Oluwaseyi,Oni,Male,2009-08-20,Ekiti,Slightly active,None,Art
9918ee4614974658b010f7197e695d0d,SS2 Class F,Oluwaseyi,Akachi,Female,2010-09-06,Lagos,Troublesome,None,Science
bc0a6a5d6e994e3ea3b137fc0a3450fc,SS3 Class E,Opeyemi,Kayode,Female,2008-07-09,Ogun,Unactive,None,Art
069f14f140184c6e9a8cfa3c5283aac7,SS2 Class F,Ogochukwu,Ejike,Male,2008-10-08,Oyo,Troublesome,None,Science
ac9ed156f63f4e41ba9aca5e176132ed,SS3 Class D,Muhammadu,Tochukwu,Female,2008-08-18,Taraba,Troublesome,Dyslexia,Science
964db03f93404fad9c4ad56bd6016237,SS2 Class B,Olumide,Adeola,Male,2009-04-17,Kaduna,Slightly active,Dyslexia,Science
c3c75611ffe34a49854f92fff366bad4,SS3 Class B,Chuks,Adebayo,Male,2009-10-21,Kano,Highly active,None,Art
9384ec2b44fe4cae9248a9a7ac1aa554,SS1 Class F,Azubuike,Oluwatoyin,Female,2009-11-06,Osun,Troublesome,None,Science
2cd94cbbc19a458c835b1c8c0a4c9f7f,SS1 Class A,Chikere,Femi,Male,2007-01-09,Nasarawa,Slightly active,None,Science
7135f221a6c9437f84dad06a7872bdeb,SS2 Class E,Ɗanlami,Lanre,Male,2009-03-21,Plateau,Highly active,Dyslexia,Art
ff37d19c2e76428b873544f9ea83bf00,SS3 Class F,Ikenna,Jatau,Female,2008-11-18,Benue,Unactive,None,Art
d0725b5ca2814044af96288295d82980,SS1 Class D,Adisa,Chinedu,Female,2007-07-30,Kebbi,Troublesome,None,Art
785299f4175b498db81401027de1bdfe,SS3 Class A,Tochukwu,Akachi,Female,2008-12-03,Ogun,Troublesome,None,Art
5230dfbd555342fea889803e5913f9d3,SS2 Class E,Efemena,Ibrahim,Female,2010-10-09,Kaduna,Troublesome,None,Art
292bd156db9445709ac70ec0ab8ddeb4,SS2 Class E,Shehu,Chukwudi,Male,2009-12-08,Delta,Slightly active,None,Science
7ed70ed7b194490ba961929e546e035a,SS1 Class E,Oghenero,Olanrewaju,Female,2007-05-30,Gombe,Troublesome,None,Science
668409e3f1f8443ea99f131849c8a43f,SS3 Class E,Kayode,Adeola,Female,2008-04-24,Adamawa,Slightly active,Epilepsy,Science
0964fbbf8cd341b082b01cfdd045dd1c,SS2 Class D,Efe,Ifeanyichukwu,Female,2010-07-12,Anambra,Highly active,None,Science
409d360250844242968b1625746f7891,SS2 Class B,Okonkwo,Chikelu,Female,2007-09-04,Ebonyi,Highly active,None,Art
c5c5b37af85e46a19dad09b252c21221,SS3 Class A,Bitrus,Bello,Male,2010-07-16,Imo,Highly active,Asthma,Art
d32e6dcd83bc44789d6ac7b86778043b,SS1 Class D,Ife,Chidiebele,Female,2007-06-20,Kogi,Slightly active,None,Art
de8ede0ba85c4e4a804b6fabfcf56188,SS3 Class E,Ese,Salisu,Female,2007-03-20,Rivers,Active,Dyslexia,Art
0de051a669ca47d2b64414fd8ae769ed,SS1 Class C,Enyinnaya,Toyin,Male,2007-11-09,Ekiti,Active,Sickle Cell,Science
9f64eeed5c9d427d84b871bb300568d2,SS3 Class F,Ayomide,Ebuka,Female,2010-08-05,Yobe,Slightly active,None,Art
71299889a01a4992bf9d3e64c1a6423b,SS2 Class F,Bello,Bitrus,Female,2009-01-28,Enugu,Active,None,Art
445dcc38341c44948d366dfcc28ebd70,SS3 Class E,Oluwaseun,Efe,Male,2010-04-28,Cross River,Active,Dyslexia,Art
49bc473fed7b4656a18a15368c99a894,SS3 Class B,Ade,Enitan,Female,2009-03-16,Anambra,Unactive,None,Art
7c16128db2c04394a17f29e170286046,SS3 Class D,Okeke,Ayodele,Male,2006-10-13,Yobe,Troublesome,None,Art
a14923c2f920464c8763fcd01f15c7b6,SS3 Class A,Ufuoma,Oluwaseun,Male,2007-02-22,Ondo,Highly active,None,Art
b5b453ca3d42493c8c9fd3349bdf0377,SS2 Class A,Okorie,Bamidele,Male,2007-09-17,Katsina,Highly active,None,Science
03802b708d03491e8f8d5238288b78b5,SS2 Class D,Ese,Ɗanjuma,Female,2009-05-09,Ogun,Highly active,None,Art
3985fb6217dc4effa87213f98d605936,SS1 Class A,Alhaji,Chizoba,Female,2009-08-17,Bauchi,Highly active,None,Art
1d0bc9bde9b545cf97665cdafe049059,SS3 Class F,Kayode,Afolabi,Male,2007-05-02,Kaduna,Troublesome,Dyslexia,Science
a5d04d531e1242e3b27292b6762172ed,SS3 Class B,Ekwueme,Folami,Male,2009-12-01,Yobe,Active,None,Science
eec259dc7f95497ca76aa6ced50755d9,SS2 Class B,Ikenna,Adetokunbo,Male,2008-03-28,Imo,Unactive,None,Art
b495db4e82454fb48ab7706eb77350ca,SS1 Class E,Onyekachukwu,Abiodun,Female,2010-03-24,Bayelsa,Active,None,Art
7b85179ad5b047e0aa5d932b45ff2c83,SS2 Class D,Azubuike,Olabode,Male,2009-11-02,Jigawa,Unactive,None,Art
74eff5453e654603b8e3654bfaf14ff0,SS3 Class E,Ayokunle,Inyene,Male,2006-10-17,FCT,Slightly active,None,Science
30cbd7556232417aa50741818d1fb540,SS1 Class F,Lawal,Umar,Female,2009-12-26,Bauchi,Unactive,Dyslexia,Science
bf0d073d821c43369970cf60ebff8d15,SS1 Class D,Oluwatoyin,Ndidi,Female,2009-11-05,Ebonyi,Slightly active,None,Science
11df12d7dd304e89a2f235f2e11b868d,SS1 Class D,Oyibo,Okonkwo,Male,2007-04-11,Anambra,Slightly active,None,Science
dabac50dca3d485985ce099c46b82659,SS1 Class C,Enitan,Olamilekan,Female,2007-02-16,Abia,Slightly active,Asthma,Art
c9a7d91fef2a4713970210496a39aaa6,SS2 Class C,Abioye,Ufuoma,Female,2010-02-21,Bauchi,Troublesome,None,Science
00a81de9d20f47d084656d6b81fb18b3,SS1 Class B,Kelechi,Olabode,Male,2008-01-15,Ogun,Active,Sickle Cell,Science
d664d2644c6e47ffb9de7a3a486822b9,SS2 Class C,Bukar,Kayin,Female,2009-11-05,Kaduna,Troublesome,Sickle Cell,Art
a8f1e091ffb8402d9475dbc996418ced,SS1 Class F,Ekundayo,Nnamdi,Female,2010-05-05,Delta,Highly active,None,Science
7250ee18260a49629d81b7f57d5911c6,SS1 Class B,Babajide,Oni,Male,2010-10-10,Anambra,Active,Dyslexia,Science
551ac8ea585a4afabbfdcc1289e06ab3,SS2 Class D,Alaba,Ikechukwu,Male,2010-07-29,FCT,Unactive,None,Science
6090d6978b1e4b9d834b9fbb8d4a75b8,SS1 Class F,Lawal,Olusola,Female,2009-10-22,Kano,Slightly active,Asthma,Science
de9e37575260401eaecf67d2749176f4,SS2 Class F,Akpan,Ekenedilichukwu,Female,2007-03-11,Bayelsa,Slightly active,None,Art
3d225c30b28f41debb140bc3304b8590,SS3 Class F,Ɗanlami,Ikechukwu,Male,2010-02-19,Sokoto,Unactive,None,Science
db23aa8c3bca4f85a20a60ac9261549d,SS3 Class A,Opeyemi,Oghenekevwe,Male,2007-05-08,Bauchi,Unactive,None,Science
517400f80b2c482aa9288e92c68a152f,SS3 Class B,Kyauta,Jatau,Female,2010-02-18,Borno,Highly active,None,Science
e9d68f23b4894070b914f8a8bea4ff31,SS3 Class F,Folami,Musa,Female,2010-07-24,Lagos,Highly active,None,Art
fd08b32c62d64e93a1985d54cfb87e6f,SS1 Class A,Aliyu,Umukoro,Male,2008-11-05,Kwara,Active,None,Science
a6eab79ed21c42f88ada4f80a9e782d4,SS3 Class D,Ogochukwu,Chibuike,Male,2007-11-13,Anambra,Active,None,Science
f6febc0e7ecd4bafa6f05fcffb16e5db,SS3 Class C,Enitan,Ɗanlami,Male,2009-10-20,Rivers,Unactive,Ulcer,Science
f72169bb80964718a051acef097a1e10,SS1 Class A,Ogochukwu,Adebayo,Male,2006-12-12,Osun,Active,None,Art
19b17e80dea44e1794fd9ad39716108e,SS3 Class D,Chukwuemeka,Yalwa,Female,2010-03-28,Ebonyi,Unactive,Sickle Cell,Science
1986b4b270b74868985480f0dfcaf0b7,SS1 Class F,Azubuike,Chidiegwu,Male,2009-09-13,Benue,Troublesome,None,Science
03edd1f874f94d17a912b4bf86a4bae4,SS2 Class B,Aliyu,Ekundayo,Male,2009-11-27,Plateau,Slightly active,None,Science
def5768968f44bcea4e75e8eb8f21423,SS2 Class B,Musa,Dayo,Female,2009-06-04,Ondo,Active,Dyslexia,Art
1327f1bc2784478fb84f16b3a79fbfaf,SS1 Class D,Chikere,Oluwatoyin,Female,2008-12-07,Oyo,Active,None,Science
43d88870f81d4aa188120a8e78308930,SS2 Class A,Toyin,Adekunle,Male,2008-03-25,Kwara,Unactive,None,Art
65c17795b15546bc9f8ded9756abf2f1,SS2 Class C,Yaƙubu,Efe,Male,2008-01-09,Anambra,Highly active,None,Art
541cdfcdda0d4a5f948f8b74a65bb1f2,SS3 Class E,Ejike,Oluwatoyin,Female,2010-07-13,Anambra,Slightly active,None,Art
889b78d5dbfd497eaca2b148da330aa1,SS3 Class E,Abdullahi,Lawal,Male,2010-04-27,Abia,Troublesome,None,Art
a075e92751104492b4427e0b61484bb3,SS2 Class C,Chimezie,Ekwueme,Male,2008-08-11,FCT,Unactive,Ulcer,Science
7cea2045c268483ea32f2e63b7fddd71,SS2 Class E,Abdullahi,Chikelu,Male,2007-05-19,Yobe,Highly active,Dyslexia,Science
9e11d2cd09304ef68a80068ddf547e50,SS3 Class F,Ejike,Chidiebere,Male,2010-06-25,Abia,Highly active,None,Science
af34cf65a19344b2bc19e71d118405ad,SS3 Class B,Ɗanjuma,Ayomide,Male,2010-04-11,Delta,Unactive,Ulcer,Science
3a3c8a71ff574e2b8991ab9bebc2026f,SS1 Class E,Chinweike,Inyene,Male,2010-04-18,Imo,Highly active,None,Art
fa7457616f1841089723199dbf2c14a0,SS1 Class E,Kehinde,Okorie,Male,2010-04-17,Nasarawa,Unactive,None,Art
b4323070a23d4c2f82a796891933918c,SS1 Class C,Ejiroghene,Ufuoma,Female,2009-10-21,Niger,Active,Dyslexia,Art
2a96e1e271944ae299bad7aedf615a5c,SS1 Class B,Chidike,Abdullahi,Female,2008-04-06,Plateau,Troublesome,None,Science
0769165fe7464cb98ca9cf07b1aa0f6a,SS3 Class F,Ɗanladi,Onyekachi,Female,2008-10-26,Kogi,Slightly active,None,Science
0e5dd462cbd04ef2930a37df0bc61066,SS3 Class A,Okeke,Ifiok,Male,2008-08-21,Osun,Active,Dyslexia,Science
6e417d475ff545ea9bc440f14b1a269b,SS1 Class C,Chika,Babajide,Male,2007-12-03,Lagos,Troublesome,Dyslexia,Art
697c392387fa441abe83b91f25440fe0,SS3 Class C,Kayin,Uzoma,Female,2008-11-29,Bayelsa,Unactive,None,Science
2e183554cae24e66ae8a781390e0a95b,SS3 Class B,Okafor,Abiodun,Female,2009-01-01,Nasarawa,Slightly active,None,Art
9c07a75114374509acd1586a2b840c67,SS2 Class A,Adegoke,Abubakar,Female,2008-11-14,Ebonyi,Unactive,None,Art
aee1e86b9ea546aaa1ee6c5bdeef580f,SS1 Class A,Jatau,Tunde,Male,2009-02-11,Ogun,Troublesome,None,Science
9549c931e9af499dbf671eec3da70577,SS3 Class E,Chikere,Segun,Male,2010-06-12,Anambra,Troublesome,None,Art
a34db7c5760d4bbbbb70b3a124a35cf2,SS1 Class F,Uchenna,Ndubuisi,Male,2006-12-20,Bayelsa,Unactive,None,Science
aab612c9415d474ab5a669814104a8b5,SS3 Class B,Umukoro,Toyin,Female,2010-08-03,Kwara,Active,None,Science
771ad655cdfc4ee0a61ede900267deb3,SS2 Class E,Chukwuma,Ademola,Female,2007-12-13,Ekiti,Unactive,None,Art
8beddb12ad77482f89a23a89e6b5a92c,SS3 Class A,Chinweuba,Yalwa,Male,2010-06-20,Kwara,Unactive,Dyslexia,Science
f1faf665711543f392e89d1028711733,SS2 Class A,Babatunde,Chika,Male,2007-02-14,Katsina,Troublesome,Dyslexia,Art
4c955f6a966b4964bcd6bdca5876fd09,SS2 Class C,Olusegun,Chibuike,Female,2008-07-07,Taraba,Slightly active,None,Art
b0b862ef6c9f42b9b6478986a3917c99,SS3 Class A,Ekene,Ɗanladi,Female,2010-06-19,Ondo,Active,None,Art
4d57d880d865469ab4f3310340066ff2,SS2 Class D,Chidiebere,Chukwuemeka,Male,2006-10-28,Jigawa,Troublesome,None,Art
da743152627b41a1bfd6f23232ffe294,SS3 Class F,Eniola,Chinweike,Male,2009-02-23,Rivers,Unactive,None,Art
61a117293cb943509b4da0fe7bb38605,SS1 Class D,Ikechukwu,Chidiegwu,Female,2010-06-06,Cross River,Active,None,Science
4bbe4aff93264ffd9be4bf5192698698,SS3 Class A,Onyebuchi,Uchenna,Male,2007-06-21,Niger,Troublesome,None,Science
059dd55d4b944e30b303f438fe2110d0,SS3 Class A,Yalwa,Lanre,Female,2007-09-27,Taraba,Troublesome,None,Art
6553867da8814fd3947d577bfa5a91ca,SS3 Class A,Yalwa,Ufuoma,Male,2010-04-06,Kwara,Troublesome,None,Science
dd750e9890e0495f8212b554464458b4,SS3 Class C,Ade,Ogochukwu,Female,2009-02-03,Taraba,Unactive,Dyslexia,Science
f93e08d5bea24dfe873f6e1baf908e3c,SS2 Class F,Babatunde,Tochukwu,Male,2010-03-21,Abia,Unactive,None,Science
bec39a379b3d44bda91e314e0c8e29e3,SS1 Class D,Chidiebere,Bitrus,Female,2008-04-06,Katsina,Unactive,None,Science
e726be23e77648869534ee1d7f2984f5,SS1 Class D,Adedayo,Amadi,Male,2008-10-06,Ekiti,Troublesome,None,Science
3ae909fecc8248da8696f5e64944051b,SS3 Class F,Babajide,Ayo,Female,2008-07-27,Sokoto,Slightly active,None,Art
3810ae665a3144cc8d4b69a99b689c88,SS1 Class F,Onyebuchi,Ekenedilichukwu,Male,2006-12-20,Sokoto,Slightly active,Dyslexia,Art
402913ec9ef2493eb0ac7d7ba2f963a3,SS1 Class F,Uzochi,Chinweike,Female,2008-05-16,Jigawa,Unactive,None,Art
c478f6f1b88e4318816d83edad81f8bd,SS1 Class D,Ayokunle,Oni,Male,2007-02-09,Kwara,Highly active,None,Science
2303f6c6d69d42f1ae4c84ffa8c01f05,SS3 Class F,Ikenna,Olayinka,Female,2008-12-15,Kaduna,Active,None,Science
a0a11839e745470498dfbc3ca0d4de3d,SS1 Class F,Olanrewaju,Efe,Female,2008-03-04,Plateau,Active,None,Art
c9e260744f1649a08a17991ea5769411,SS1 Class E,Ɗanladi,Kayin,Female,2009-03-19,FCT,Active,None,Science
5d678bb1945e42e4888a93ec70d9c9f8,SS2 Class E,Afolabi,Ekenedilichukwu,Female,2009-04-03,Ondo,Slightly active,None,Art
e8dd5e5a17124b16a1a4344fbb7bee03,SS1 Class B,Ifeanyi,Ahmadu,Male,2007-09-16,Oyo,Slightly active,None,Science
6a5e6920bf5a47e693a3dd5a4b8c5bdc,SS2 Class B,Enyinnaya,Chidubem,Female,2010-02-21,Cross River,Highly active,None,Science
c958e75e21d54971b36749b52cf6bf75,SS2 Class E,Olu,Chukwuma,Male,2007-11-29,Adamawa,Unactive,Dyslexia,Art
5da8d6d2f8b34a8ba05fb8bc8a16a06c,SS1 Class C,Ekwueme,Oluwafemi,Male,2008-10-01,Yobe,Slightly active,None,Art
45c45a3ee9da484a80759f1f87e5f0fe,SS2 Class A,Adebola,Ugochukwu,Male,2007-11-15,Cross River,Active,None,Science
e9ff1cae41c84a8caa1f955ad499da99,SS1 Class B,Ige,Akachi,Male,2008-12-21,Kaduna,Active,None,Science
f7a67b947b5a411ab1b64afed31edf1a,SS1 Class D,Oluwafemi,Lawal,Male,2007-07-19,Benue,Slightly active,None,Science
ded255d0bf1e43668b8e63d4ce7607ad,SS1 Class C,Amadi,Mamman,Female,2009-06-10,Imo,Active,None,Science
77e490c71d7b43138de22f1c56b60afc,SS2 Class E,Ejiro,Ɗanlami,Female,2006-11-04,Adamawa,Highly active,Dyslexia,Science
c1101266240846dc9346d1a9f6802cdb,SS1 Class F,Ekundayo,Ifeanyi,Female,2008-06-27,Ogun,Troublesome,None,Science
ad238d36dc324c97b9c1e262f76c8ede,SS3 Class C,Ekwueme,Haruna,Female,2010-01-15,Oyo,Highly active,None,Science
65bcc272fadd4ea3aca5e2fdb966442a,SS3 Class C,Usman,Otobong,Male,2009-01-22,Jigawa,Active,None,Science
8eac0a33cdf944a79882b5c1f79efd70,SS1 Class D,Bello,Chuks,Female,2008-08-29,Anambra,Highly active,None,Science
6502d6a2ca6a4224971e16cc5da36f1b,SS1 Class A,Otobong,Abiodun,Female,2009-08-29,Plateau,Unactive,None,Science
1fa382e8895c4d9983b38eb403902c5d,SS3 Class F,Oluwaseyi,Sani,Male,2006-12-30,Kogi,Troublesome,None,Science
bfbf397bac3e4b0d9e5ba13d746cdb77,SS3 Class C,Adewale,Ekundayo,Male,2009-08-22,Yobe,Slightly active,None,Science
618ae30595a54afa831d029fac1e86d8,SS1 Class A,Inyene,Chike,Male,2008-07-08,Gombe,Unactive,None,Science
5f18e583f0b6483fa377f6f1d289f0ab,SS1 Class E,Kyauta,Aminu,Female,2010-05-24,Niger,Highly active,None,Art
78b2b5493bdb409eacc216a01bbc91f7,SS1 Class F,Ime,Emeka,Female,2009-04-05,Kano,Slightly active,None,Science
f1738856e25d46eb9e9a9f83066803ee,SS1 Class B,Segun,Okechukwu,Male,2009-02-26,Jigawa,Troublesome,None,Science
9c2e58deea4e461793f8382b8fb864e4,SS1 Class D,Shehu,Ife,Male,2008-01-02,Enugu,Unactive,None,Science
a2a9d4d8102e4de5a5cc8bf738ab854c,SS3 Class B,Alaba,Azubuike,Male,2008-12-26,Ogun,Highly active,None,Science
b379cb1ee8cd40ccb6da3ca0d2e82f38,SS3 Class B,Chidike,Idowu,Female,2007-03-22,Plateau,Troublesome,None,Art
1dde7969688643dba6348e784d5c55c7,SS2 Class E,Ifiok,Usman,Female,2010-01-07,Lagos,Active,None,Art
0986bbebf23e423d8b9bd93423c86d30,SS2 Class D,Alhaji,Chinonso,Male,2010-04-22,Sokoto,Highly active,None,Art
1dba12677e1c45a1bef518a64dead645,SS1 Class D,Temitope,Chiemeka,Female,2006-11-01,Ondo,Troublesome,None,Art
899ca782e3234d1abc1bdacc18e19331,SS3 Class F,Chuks,Lekan,Male,2010-09-17,Kebbi,Highly active,Ulcer,Art
5efa9c5b74214f46a37e4b0122bae10e,SS3 Class D,Olukayode,Ekwueme,Male,2007-03-11,Zamfara,Troublesome,None,Art
b24cc64fbe3e4e57b30a9e32aba4fc03,SS1 Class F,Abioye,Adeola,Female,2010-01-08,Bayelsa,Slightly active,None,Art
965befdf6b4b44118a4a0e2df22b5b98,SS2 Class F,Abubakar,Bitrus,Male,2008-05-17,Abia,Highly active,None,Art
e2aa7a5d278e400dba0266efbe055787,SS2 Class E,Ayodele,Itoro,Male,2008-01-03,Delta,Highly active,Dyslexia,Art
d56ce8ea19594b5aa7a8f6366a35df59,SS1 Class E,Chidiebube,Opeyemi,Male,2009-02-28,Kogi,Slightly active,None,Art
f065c817687a48509d9b62317d45d8ef,SS2 Class E,Shehu,Ugochukwu,Male,2008-05-13,Adamawa,Troublesome,None,Art
b0b63bcf08604833879d0cdaf396ea37,SS3 Class E,Oluwatoyin,Dayo,Female,2008-07-13,Bayelsa,Highly active,None,Science
